License Number,Status,License Type,Orig. Iss. Date,Expir. Date,Primary Owner,Premises Addr.,Business Name,Geo Code,County
368558,ACTIVE,21,9/18/2000,8/31/2021,"SALIB, SAFWAT T","7580 INDIANA AVE,RIVERSIDE, CA  92504Census Tract:  0313.00",INDIANA LIQUOR DELI PLUS,3312,Riverside
369938,ACTIVE,21,1/11/2001,6/30/2021,TRADER JOES COMPANY,"67720 HWY 111,CATHEDRAL CITY, CA  92234Census Tract:  9410.00",TRADER JOES 118,3319,Riverside
370635,ACTIVE,20,12/11/2000,11/30/2021,CHEVRON STATIONS INC,"4710 GREEN RIVER RD,CORONA, CA  92880Census Tract:  0419.04",CHEVRON,3300,Riverside
370935,ACTIVE,20,1/23/2002,12/31/2021,APRO LLC,"1500 PATRICIA LN,SUN CITY, CA  92585Census Tract:  0427.31",UNITED OIL #16,3300,Riverside
371208,ACTIVE,21,2/22/2001,7/31/2021,MAXI FOODS LLC,"4050 UNIVERSITY AVE,RIVERSIDE, CA  92501Census Tract:  0303.00",MAXI FOODS,3312,Riverside
373305,ACTIVE,20,4/4/2002,6/30/2021,CIRCLE K STORES INC,"78364 HIGHWAY 111,LA QUINTA, CA  92253Census Tract:  0451.22",CIRCLE K 5911,3320,Riverside
373937,ACTIVE,20,3/1/2002,6/30/2021,CHEVRON STATIONS INC,"24625 MADISON AVE,MURRIETA, CA  92562Census Tract:  0498.00",CHEVRON,3323,Riverside
374334,ACTIVE,21,2/26/2001,8/31/2021,"KHAS, MAHER","1463 W 6TH ST,CORONA, CA  92882Census Tract:  0417.03",KOPPER LANTERN LIQUOR,3306,Riverside
374338,ACTIVE,21,2/26/2001,4/30/2021,"BADWAN, FARID MOHAMAD","1530 W 6TH ST, STE 102,CORONA, CA  92882Census Tract:  0419.06",T & H LIQUOR DELI MARKET,3306,Riverside
375411,ACTIVE,20,6/25/2001,5/31/2021,RADHE ENTERPRISES LLC,"6411 BROCKTON AVE,RIVERSIDE, CA  92506Census Tract:  0311.00",AK MARKET,3312,Riverside
375416,ACTIVE,21,6/13/2001,5/31/2021,"HAWARA, MTANOS","3610 VALLEY WAY,JURUPA VALLEY, CA  92509Census Tract:  0401.02",MEGA 10 LIQUOR,3329,Riverside
375883,ACTIVE,21,9/4/2001,8/31/2021,"MUSSA, ALEXANDRE M","26015 HWY 243,IDYLLWILD, CA  92549Census Tract:  0444.04",MOUNTAIN TOP LIQUOR,3300,Riverside
375967,ACTIVE,21,5/29/2001,6/30/2021,VONS COMPANIES INC THE,"29530 RANCHO CALIFORNIA RD,TEMECULA, CA  92591Census Tract:  0432.16",VONS 1962,3322,Riverside
376739,ACTIVE,20,7/3/2001,3/31/2021,GLEN EDEN CORPORATION,"25999 GLEN EDEN RD MAIN ENTRANCE,CORONA, CA  92883Census Tract:  0419.11",GLEN EDEN SUN CLUB,3300,Riverside
377525,ACTIVE,21,11/6/2001,10/31/2021,HUNDAL & BHATTI INC,"2990 14TH ST,RIVERSIDE, CA  92507Census Tract:  0304.00",CARLOS LIQUOR,3312,Riverside
377950,ACTIVE,21,8/6/2001,7/31/2021,"TABEL, ANWAR RIBHI","846 E 6TH ST, STE E,BEAUMONT, CA  92223Census Tract:  0440.00",STOP & SHOP LIQUOR,3302,Riverside
378092,ACTIVE,21,10/1/2001,9/30/2021,"HASAN, SAHER FAISAL","10376 BEAUMONT AVE,CHERRY VALLEY, CA  92223Census Tract:  0438.07",CHERRY VALLEY MARKET,3300,Riverside
378821,ACTIVE,20,10/12/2001,9/30/2021,"VALENCIA, MINERVA","31735 RIVERSIDE DR, E & F,LAKE ELSINORE, CA  92530Census Tract:  0430.03",CARNICERIA LA ORIGINAL,3307,Riverside
380816,ACTIVE,21,10/15/2002,6/30/2021,VONS COMPANIES INC THE,"369 MAGNOLIA AVE,CORONA, CA  92879Census Tract:  0418.12",VONS 2596,3306,Riverside
380836,ACTIVE,21,12/6/2001,6/30/2021,COSTCO WHOLESALE CORPORATION,"480 MC KINLEY ST,CORONA, CA  91719Census Tract:  0408.21",COSTCO WHOLESALE 432,3306,Riverside
380838,ACTIVE,21,12/6/2001,6/30/2021,COSTCO WHOLESALE CORPORATION,"12700 DAY ST,MORENO VALLEY, CA  92553Census Tract:  0425.06",COSTCO WHOLESALE 455,3321,Riverside
380938,ACTIVE,21,12/7/2001,6/30/2021,COSTCO WHOLESALE CORPORATION,"72800 DINAH SHORE DR,PALM DESERT, CA  92270-0814Census Tract:  0449.21",COSTCO WHOLESALE 441,3318,Riverside
381575,ACTIVE,21,11/13/2001,10/31/2021,"GHEREIR, EYAD KAMAL","44161 E FLORIDA AVE,HEMET, CA  92544Census Tract:  0437.01",MICKEYS LIQUOR,3300,Riverside
381844,ACTIVE,21,2/20/2002,1/31/2022,"KIM, MELISSA KYOUNGEUN","1200 N PALM CANYON DR,PALM SPRINGS, CA  92262Census Tract:  0446.06",PALM SPRINGS LIQUOR,3310,Riverside
384526,ACTIVE,20,3/27/2002,2/28/2021,G & M OIL CO LLC,"827 W RAMSEY ST,BANNING, CA  92220Census Tract:  0441.01",G & M OIL CO 20,3301,Riverside
384550,ACTIVE,20,3/27/2002,2/28/2021,G & M OIL CO LLC,"3230 W RAMSEY ST,BANNING, CA  92220Census Tract:  0441.03",G & M OIL CO 25,3301,Riverside
384618,ACTIVE,20,3/27/2002,2/28/2021,G & M OIL CO LLC,"499 SANDALWOOD DR,CALIMESA, CA  92320Census Tract:  0438.02",G & M OIL CO 80,3324,Riverside
386083,ACTIVE,20,4/22/2002,5/31/2021,LAKE MATHEWS GENERAL STORE INC,"17679 CAJALCO RD,PERRIS, CA  92570Census Tract:  0429.03",LAKE MATHEWS GENERAL STORE INC,3300,Riverside
386817,ACTIVE,21,5/31/2002,10/31/2021,"ZAKKOUR, GEORGE","1109 S PALM CANYON DR,PALM SPRINGS, CA  92264Census Tract:  9405.00",CLUB LIQUOR,3310,Riverside
387131,ACTIVE,20,7/1/2002,6/30/2021,7 ELEVEN INC,"7020 MAGNOLIA AVE,RIVERSIDE, CA  92506Census Tract:  0311.00",7 ELEVEN STORE 2171 20019,3312,Riverside
387375,ACTIVE,20,6/7/2002,5/31/2021,"SOUKSEUM, LEU","1005 W FLORIDA AVE,HEMET, CA  92543Census Tract:  0434.05",GAS MART,3308,Riverside
387601,ACTIVE,20,9/30/2002,8/31/2021,"NAVARRO, JUAN ANTONIO","5850 ETIWANDA AVE, 109 & 110,JURUPA VALLEY, CA  91752Census Tract:  0406.06",EL RANCHO MEAT MARKET CORP.,3329,Riverside
388759,ACTIVE,20,5/29/2003,4/30/2021,"WASEF, REDA ATTALLA","24440 ALESSANDRO BLVD, # G,MORENO VALLEY, CA  92553Census Tract:  0425.21",TONYS MOBIL,3321,Riverside
389736,ACTIVE,21,9/10/2002,3/31/2021,"SINGH, AVTAR","10945 MAGNOLIA AVE,RIVERSIDE, CA  92505Census Tract:  0414.07",PACIFIC MINI MART & SMOKE SHOP,3312,Riverside
390030,ACTIVE,21,10/1/2002,9/30/2021,BHATTI ENTERPRISES INC,"70041 DILLON RD,DESERT HOT SPRINGS, CA  92241Census Tract:  0472.01",GOLDEN LANTERN MARKET,3314,Riverside
391984,ACTIVE,20,1/8/2003,12/31/2021,JOSEPH L CHIRIACO INC,"62450 CHIRIACO RD B,CHIRIACO SUMMIT, CA  92201Census Tract:  0469.00",JOSEPH L CHIRIACO INC,3300,Riverside
393717,ACTIVE,20,10/25/2007,9/30/2021,"KARIMI, MOUSSA","43510 E FLORIDA AVE, STE A,HEMET, CA  92544Census Tract:  0437.02",HEMET EAST CENTER,3300,Riverside
393833,ACTIVE,20,4/23/2003,3/31/2021,"HARB, MOHAMED SHAWKAT","22707 SAN JACINTO AVE,PERRIS, CA  92570Census Tract:  0429.01",HARB FAMILY MARKET,3300,Riverside
394984,ACTIVE,20,12/23/2002,9/30/2021,HAZIT MARKET INC,"610 E NUEVO RD D2,PERRIS, CA  92571Census Tract:  0426.17",HAZIT MARKET,3311,Riverside
395032,ACTIVE,21,1/13/2003,1/31/2022,MAULIK INVESTMENTS INC,"28410 OLD TOWN FRONT ST, STE 100,TEMECULA, CA  92590-1818Census Tract:  0512.00",MK MARKET,3322,Riverside
395200,ACTIVE,21,1/1/1994,5/31/2021,CIRCLE A ENTERPRISES INC,"140 S GIRARD ST,HEMET, CA  92544Census Tract:  0433.08",CIRCLE A MARKET,3308,Riverside
395219,ACTIVE,21,11/26/2002,10/31/2021,"DHALIWAL, KANWARJIT","9234 MAGNOLIA AVE,RIVERSIDE, CA  92503Census Tract:  0316.01",PALM LIQUOR,3312,Riverside
395995,ACTIVE,21,2/20/2003,4/30/2021,"UBBU, SARABJEET","390 S SAN GORGONIO AVE,BANNING, CA  92220Census Tract:  0443.00",7 STAR FOOD STORE,3301,Riverside
396246,ACTIVE,20,3/3/2003,2/28/2021,"KAUR, HARBANS","7614 EVANS ST,RIVERSIDE, CA  92504Census Tract:  0313.00",AHUMADA MARKET,3312,Riverside
396273,ACTIVE,20,5/7/2003,4/30/2021,"SINGH, DALBIR","9295 MAGNOLIA AVE, STE 12,RIVERSIDE, CA  92503Census Tract:  0316.02",PIC N GO MARKET,3312,Riverside
396564,ACTIVE,20,12/8/2003,3/31/2021,"ALNAGAR, NABIEL","46527 CALHOUN ST,INDIO, CA  92201Census Tract:  0495.00",U SAVE MARKET,3309,Riverside
396803,ACTIVE,20,2/27/2003,1/31/2022,"KAUR, BALJIT","82660 MILES AVE,INDIO, CA  92201Census Tract:  0455.02",QUICK N EASY,3309,Riverside
396986,ACTIVE,20,3/13/2003,2/28/2021,KA MANAGEMENT INC,"23805 CLINTON KEITH RD,WILDOMAR, CA  92595Census Tract:  0432.27",CLINTON KEITH SHELL,3326,Riverside
397724,ACTIVE,20,3/24/2003,2/28/2021,G & M OIL CO LLC,"13900 PALM DR,DESERT HOT SPRINGS, CA  92240Census Tract:  0445.10",G & M OIL COMPANY LLC 122,3314,Riverside
398387,ACTIVE,20,5/27/2003,4/30/2021,JURUPA DAIRY INC,"9775 JURUPA RD,JURUPA VALLEY, CA  92509Census Tract:  0404.03",JURUPA DAIRY,3329,Riverside
398626,ACTIVE,21,3/27/2003,3/31/2021,"KHALAF, MAJDI M","10555 INDIANA AVE, STE 101,RIVERSIDE, CA  92503Census Tract:  0414.03",M & M LIQUOR & MARKET,3312,Riverside
398700,ACTIVE,21,7/21/2003,6/30/2021,TRADER JOES COMPANY,"6625 RIVERSIDE AVE,RIVERSIDE, CA  92506-2179Census Tract:  0509.00",TRADER JOES 15,3312,Riverside
399014,ACTIVE,21,7/2/2003,6/30/2021,"ABDALNOUR, GHUSOUN","3812 PIERCE ST, STE P,RIVERSIDE, CA  92503Census Tract:  0414.05",VILLAGE MARKET & LIQUOR,3312,Riverside
399270,ACTIVE,20,7/7/2004,6/30/2021,"ESPARZA, JOSE MANUEL","73850 HIGHWAY 111, STE E,PALM DESERT, CA  92260Census Tract:  0451.08",CARNICERIA ATOYAC MEAT MARKET,3318,Riverside
399697,ACTIVE,21,5/27/2003,4/30/2021,JAKES LIQUOR INC,"330 STEPHENS AVE,RIVERSIDE, CA  92501Census Tract:  0423.00",JAKES LIQUOR,3300,Riverside
400372,ACTIVE,21,8/28/2003,7/31/2021,"SARNA, MANJIT S","3758 LA SIERRA AVE C,RIVERSIDE, CA  92505Census Tract:  0414.08",WESTGATE LIQUOR,3312,Riverside
400562,ACTIVE,20,9/29/2003,6/30/2021,CIRCLE K STORES INC,"304 S MAIN ST,CORONA, CA  92882Census Tract:  0416.00",CIRCLE K 5705,3306,Riverside
401959,ACTIVE,21,7/7/2003,9/30/2021,"PATEL, PRADIP","17042 VAN BUREN BLVD,RIVERSIDE, CA  92504Census Tract:  0420.04",WOOD CREST LIQUOR,3300,Riverside
402083,ACTIVE,21,10/9/2003,6/30/2021,WALMART INC.,"32225 HIGHWAY 79,TEMECULA, CA  92590Census Tract:  0432.56",WAL MART STORE 2708,3322,Riverside
402100,ACTIVE,20,8/25/2003,7/31/2021,"C.A.R. ENTERPRISES, INC.","1704 W FLORIDA AVE,HEMET, CA  92545Census Tract:  0434.05",SHELL,3308,Riverside
402312,ACTIVE,20,1/21/2004,6/30/2021,CHEVRON STATIONS INC,"19220 VAN BUREN BLVD,RIVERSIDE, CA  92508Census Tract:  0420.14",CHEVRON,3312,Riverside
402389,ACTIVE,21,9/19/2003,4/30/2021,CARRIBIAN FOOD MART CORP,"437 S D ST,PERRIS, CA  92570Census Tract:  0428.00",PERRIS MARKET,3311,Riverside
402550,ACTIVE,20,5/20/2004,4/30/2021,WILSON CREEK WINERY & VINEYARDS INC,"35960 RANCHO CALIFORNIA RD,TEMECULA, CA  92591-5088Census Tract:  0432.47",WILSON CREEK WINERY & VINEYARDS INC,3300,Riverside
402741,ACTIVE,20,11/14/2003,10/31/2021,"VELAZQUEZ, JOSE G","16760 PALM DR 1,DESERT HOT SPRINGS, CA  92240Census Tract:  0445.15",EL MERCADITO MEAT MARKET,3300,Riverside
402968,ACTIVE,20,9/16/2003,8/31/2021,GOHIL ENTERPRISES INC,"687 S SAN JACINTO AVE,SAN JACINTO, CA  92583Census Tract:  0436.01",SANJOS ARCO,3313,Riverside
403410,ACTIVE,20,11/7/2003,10/31/2021,"SEDRAK, FAYEZ SHAFIK","19248 HARVILL AVE B,PERRIS, CA  92570Census Tract:  0420.10",JOES 76 & CIRCLE K,3300,Riverside
403847,ACTIVE,21,2/9/2004,1/31/2021,VUY ENTERPRISE INC,"200 W FLORIDA AVE,HEMET, CA  92543Census Tract:  0434.01",DEPOT DELI,3308,Riverside
404113,ACTIVE,20,10/13/2005,9/30/2021,"WASIF, EMAD ATA-ALLA","2261 EAGLE GLEN PKWY,CORONA, CA  92883Census Tract:  0419.09",USTINAS MOBIL,3306,Riverside
404778,ACTIVE,21,2/2/2005,6/30/2021,RALPHS GROCERY COMPANY,"12660 LIMONITE AVE,EASTVALE, CA  92880-3201Census Tract:  0406.15",RALPHS 45,3328,Riverside
404866,ACTIVE,21,2/25/2004,1/31/2022,STATER BROS MARKETS,"25900 IRIS AVE,MORENO VALLEY, CA  92551Census Tract:  0511.00",STATER BROS 172,3321,Riverside
404903,ACTIVE,21,11/24/2003,10/31/2021,"AHMED, LAURA TUCH","68459 E PALM CANYON DR,CATHEDRAL CITY, CA  92234Census Tract:  0450.00",CANYON FOOD MART,3319,Riverside
404967,ACTIVE,20,1/12/2004,12/31/2021,"CHING, CLAYTON VINCENT","1660 CHICAGO AVE, STE N5,RIVERSIDE, CA  92507Census Tract:  0422.09",VINTAGE VAULTS,3312,Riverside
405126,ACTIVE,21,7/28/2004,6/30/2021,VONS COMPANIES INC THE,"38995 SKY CANYON DR,MURRIETA, CA  92563Census Tract:  0432.47",VONS STORE 2660,3300,Riverside
405335,ACTIVE,21,9/10/2004,6/30/2021,SAMS WEST INC,"40500 MURRIETA HOT SPRINGS RD,MURRIETA, CA  92563Census Tract:  0505.00",SAMS CLUB 4822,3323,Riverside
405347,ACTIVE,21,2/20/2004,6/30/2021,WALMART INC.,"79295 HIGHWAY 111,LA QUINTA, CA  92253-2060Census Tract:  0451.21",WAL MART #1805,3320,Riverside
405941,ACTIVE,20,1/15/2004,12/31/2021,WINCHESTER FUELS CORP,"40720 WINCHESTER RD,TEMECULA, CA  92591Census Tract:  0432.16",PROMENADE 76,3322,Riverside
407065,ACTIVE,20,11/9/2005,10/31/2021,APRO LLC,"1488 6TH ST,NORCO, CA  92860Census Tract:  0407.02",UNITED OIL #31,3315,Riverside
407436,ACTIVE,21,1/6/2004,6/30/2021,RALPHS GROCERY COMPANY,"1733 E PALM CANYON DR,PALM SPRINGS, CA  92264Census Tract:  0448.07",RALPHS 181,3310,Riverside
407438,ACTIVE,21,1/6/2004,6/30/2021,RALPHS GROCERY COMPANY,"74884 COUNTRY CLUB DR,PALM DESERT, CA  92260-1947Census Tract:  0449.19",RALPHS 27,3318,Riverside
407441,ACTIVE,21,2/17/2004,6/30/2021,RALPHS GROCERY COMPANY,"82124 HWY 111,INDIO, CA  92201Census Tract:  0455.02",FOOD 4 LESS 765,3309,Riverside
407443,ACTIVE,21,1/6/2004,6/30/2021,RALPHS GROCERY COMPANY,"42150 WASHINGTON ST,BERMUDA DUNES, CA  92203-9611Census Tract:  0452.14",RALPHS 681,3300,Riverside
407445,ACTIVE,21,1/6/2004,6/30/2021,RALPHS GROCERY COMPANY,"49908 JEFFERSON ST,INDIO, CA  92201Census Tract:  0452.24",RALPHS 160,3309,Riverside
407446,ACTIVE,21,1/6/2004,6/30/2021,RALPHS GROCERY COMPANY,"425 S SUNRISE WAY, STE A,PALM SPRINGS, CA  92262Census Tract:  9414.00",RALPHS 611,3310,Riverside
407447,ACTIVE,21,12/31/2003,6/30/2021,RALPHS GROCERY COMPANY,"30125 ANTELOPE RD,MENIFEE, CA  92584Census Tract:  0427.38",RALPHS 140,3300,Riverside
407449,ACTIVE,21,2/13/2004,6/30/2021,RALPHS GROCERY COMPANY,"2661 GREEN RIVER RD,CORONA, CA  92882Census Tract:  0419.12",RALPHS 136,3306,Riverside
407450,ACTIVE,21,12/31/2003,6/30/2021,RALPHS GROCERY COMPANY,"6155 MAGNOLIA AVE,RIVERSIDE, CA  92506Census Tract:  0311.00",RALPHS 144,3312,Riverside
407462,ACTIVE,21,12/31/2003,6/30/2021,RALPHS GROCERY COMPANY,"33145 TEMECULA PKWY,TEMECULA, CA  92592Census Tract:  0432.57",RALPHS 686,3300,Riverside
407466,ACTIVE,21,12/31/2003,6/30/2021,RALPHS GROCERY COMPANY,"23801 WASHINGTON AVE,MURRIETA, CA  92562Census Tract:  0497.00",RALPHS 118,3323,Riverside
408613,ACTIVE,21,2/5/2004,1/31/2022,HYUN AND KIM INC,"2128 3RD ST,RIVERSIDE, CA  92507Census Tract:  0305.02",HOWARDS LIQUOR,3312,Riverside
408860,ACTIVE,20,6/21/2004,5/31/2021,LOS ALTOS MEAT MARKET INC,"126 N CARMALITA ST,HEMET, CA  92543Census Tract:  0434.01",LOS ALTOS MEAT MARKET INC,3308,Riverside
409099,ACTIVE,21,2/26/2004,1/31/2022,STATER BROS MARKETS,"2243 EAGLE GLEN PKWY,CORONA, CA  92883Census Tract:  0417.07",STATER BROS 170,3306,Riverside
409981,ACTIVE,20,8/5/2004,7/31/2021,CRESTVIEW CONSOLIDATED INC,"26050 MENIFEE RD,ROMOLAND, CA  92585-9184Census Tract:  0427.26",ARCO AM PM ROMOLAND,3300,Riverside
410056,ACTIVE,21,6/8/2004,11/30/2021,STATER BROS MARKETS,"550 HIDDEN VALLEY PKWY,CORONA, CA  92879Census Tract:  0408.09",STATER BROS 171,3306,Riverside
410426,ACTIVE,21,4/23/2004,6/30/2021,WESTGATE CORP,"15928 PERRIS BLVD, STE C,MORENO VALLEY, CA  92551Census Tract:  0489.02",WESTGATE LIQUOR,3321,Riverside
410581,ACTIVE,21,5/17/2004,5/31/2021,JASHMIN CORPORATION,"21465 PALOMAR ST, UNIT 1 & 2,WILDOMAR, CA  92595-7766Census Tract:  0432.71",J & S MARKET,3326,Riverside
410860,ACTIVE,21,7/12/2004,6/30/2021,EDDIES PLACE INC,"65770 HAMMOND RD,MECCA, CA  92254Census Tract:  0456.04",LEONS MEAT MARKET,3300,Riverside
412532,ACTIVE,21,7/21/2004,6/30/2021,JAI MATAJI INVESTMENT INC,"5454 ETIWANDA AVE,JURUPA VALLEY, CA  91752Census Tract:  0406.06",SKY COUNTRY LIQUOR,3329,Riverside
412620,ACTIVE,21,6/22/2004,10/31/2021,ATWAL ENTERPRISES INC,"540 W 4TH ST, STE 4,PERRIS, CA  92570Census Tract:  0428.00",INDIAN HILL MARKET & LIQUOR,3311,Riverside
412910,ACTIVE,21,8/18/2004,6/30/2021,VONS COMPANIES INC THE,"6170 HAMNER AVE,EASTVALE, CA  91752-3121Census Tract:  0406.07",VONS 2688,3328,Riverside
413250,ACTIVE,21,6/28/2004,5/31/2021,AMP MARKET INC,"480 N STATE ST, STE O & P,SAN JACINTO, CA  92583Census Tract:  0513.00",PLAZA LIQUOR & MARKET II,3313,Riverside
413420,ACTIVE,20,6/15/2004,5/31/2021,MOOJOO INC,"26128 HWY 243, # B,IDYLLWILD, CA  92549Census Tract:  0444.05",IDYLLWILD SHELL,3300,Riverside
413678,ACTIVE,21,6/25/2004,2/28/2021,KSC & SON CORPORATION,"52138 HARRISON ST,COACHELLA, CA  92236-2851Census Tract:  0457.04",KSC & SON CORPORATION,3305,Riverside
413959,ACTIVE,21,7/26/2004,6/30/2021,RALPHS GROCERY COMPANY,"3900 CHICAGO AVE,RIVERSIDE, CA  92507Census Tract:  0422.09",FOOD 4 LESS 329,3312,Riverside
414131,ACTIVE,20,2/11/2005,1/31/2021,KA MANAGEMENT INC,"40452 MURRIETA HOT SPRINGS RD,MURRIETA, CA  92563Census Tract:  0505.00",MURRIETA HOT SPRINGS SHELL,3323,Riverside
414410,ACTIVE,20,1/4/2005,12/31/2021,"ARAGON, EDWARD","1550 E ONTARIO AVE,CORONA, CA  92881Census Tract:  0418.10",CORONA OIL CO,3306,Riverside
414888,ACTIVE,20,2/2/2006,1/31/2022,JUST 4 FUN LLC,"1111 SANDERSON AVE,HEMET, CA  92545-9047Census Tract:  0435.04",,3308,Riverside
414959,ACTIVE,21,10/19/2004,12/31/2021,IRONWOOD LIQUOR STORE INC,"23980 IRONWOOD AVE,MORENO VALLEY, CA  92557Census Tract:  0424.06",IRONWOOD LIQUOR,3321,Riverside
415220,ACTIVE,21,8/9/2004,4/30/2021,ELENA ENTERPRISES INC,"26020 HIGHWAY 74,PERRIS, CA  92570-9622Census Tract:  0429.01",ELENA ENTERPRISES INC,3300,Riverside
415313,ACTIVE,20,8/9/2004,7/31/2021,CHACHARAS LLC,"66351 HWY 86,THERMAL, CA  92274Census Tract:  0456.05",CHAPALA MARKET,3300,Riverside
415330,ACTIVE,21,10/29/2004,6/30/2021,VONS COMPANIES INC THE,"3520 RIVERSIDE PLAZA DR,RIVERSIDE, CA  92506Census Tract:  0311.00",VONS STORE 2659,3312,Riverside
416101,ACTIVE,20,3/10/2005,7/31/2021,ESS CEE INC,"230 S LINCOLN AVE,CORONA, CA  92882Census Tract:  0417.03",SHELL FOODMART,3306,Riverside
416427,ACTIVE,21,11/10/2004,10/31/2021,BELLTOWN MARKET INC,"2420 HALL AVE,JURUPA VALLEY, CA  92509Census Tract:  0401.01",BELLTOWN LIQUOR,3329,Riverside
416486,ACTIVE,20,8/18/2006,7/31/2021,G T PETROLEUM CO,"7494 INDIANA AVE,RIVERSIDE, CA  92504Census Tract:  0313.00",GT FAST MART,3312,Riverside
416633,ACTIVE,20,1/1/1994,10/31/2021,A T PROPERTIES INC,"23255 TEMESCAL CANYON RD,CORONA, CA  92883-6002Census Tract:  0419.10",A T PROPERTIES INC,3300,Riverside
416864,ACTIVE,21,2/10/2005,6/30/2021,WALMART INC.,"1231 S SANDERSON AVE,HEMET, CA  92545Census Tract:  0435.04",WAL MART 1853,3308,Riverside
416998,ACTIVE,21,12/2/2004,11/30/2021,KRISHNA EXPRESS WAY CORPORATION,"19571 HANSEN AVE,LAKEVIEW, CA  92567Census Tract:  0427.44",EXPRESS WAY STORE,3300,Riverside
417690,ACTIVE,21,4/19/2005,6/30/2021,RALPHS GROCERY COMPANY,"49-241 GRAPEFRUIT BLVD,COACHELLA, CA  92236Census Tract:  9404.00",FOOD 4 LESS 517,3305,Riverside
417694,ACTIVE,21,11/29/2006,6/30/2021,RALPHS GROCERY COMPANY,"3350 LA SIERRA AVE,RIVERSIDE, CA  92503-5228Census Tract:  0414.04",RALPHS 98,3312,Riverside
418249,ACTIVE,21,11/1/2004,9/30/2021,STATER BROS MARKETS,"1430 BEAUMONT AVE,BEAUMONT, CA  92223Census Tract:  0438.07",STATER BROS 173,3302,Riverside
418393,ACTIVE,20,11/12/2004,10/31/2021,AMORE ENTERPRISES INC,"16830 LAKESHORE DR,LAKE ELSINORE, CA  92530Census Tract:  0430.06",LAKE ELSINORE CHEVRON,3307,Riverside
418425,ACTIVE,21,10/7/2005,6/30/2021,TRADER JOES COMPANY,"46-400 WASHINGTON ST,LA QUINTA, CA  92253Census Tract:  0451.21",TRADER JOES 189,3320,Riverside
418521,ACTIVE,21,6/20/2006,5/31/2021,STATER BROS MARKETS,"30712 BENTON RD,WINCHESTER, CA  92596Census Tract:  0432.44",STATER BROS MARKET 177,3300,Riverside
418794,ACTIVE,21,4/7/2006,6/30/2021,COSTCO WHOLESALE CORPORATION,"29315 CENTRAL AVE,LAKE ELSINORE, CA  92532Census Tract:  0430.05",COSTCO WHOLESALE 746,3307,Riverside
420152,ACTIVE,20,1/1/1994,11/30/2021,"ABDELRAHMAN, REMA MARWAN","650 W LATHAM AVE,HEMET, CA  92543-4056Census Tract:  0434.01",LA FAMOSA MARKET,3308,Riverside
420253,ACTIVE,20,4/5/2005,3/31/2021,ARLINGTON INC,"7290 ARLINGTON AVE,RIVERSIDE, CA  92503Census Tract:  0315.02",ARLINGTON MOBIL,3312,Riverside
420358,ACTIVE,20,5/20/2005,4/30/2021,RAMA MANAGEMENT INC,"5720 SYCAMORE CANYON BLVD,RIVERSIDE, CA  92507Census Tract:  0509.00",BOX SPRINGS STATION,3312,Riverside
421603,ACTIVE,20,4/1/2005,3/31/2021,PYRAMID ENTERPRISES INC,"37701 WARREN RD CAMPER STORE,WINCHESTER, CA  92596Census Tract:  0432.39",LAKE SKINNER MARINA,3300,Riverside
421753,ACTIVE,20,4/4/2005,6/30/2021,7 ELEVEN INC,"7410 WELLS AVE,RIVERSIDE, CA  92503Census Tract:  0412.03",7 ELEVEN STORE 2171 13984E,3312,Riverside
421935,ACTIVE,21,2/22/2007,1/31/2022,BEVERAGES & MORE INC,"39672 WINCHESTER RD,TEMECULA, CA  92591Census Tract:  0432.17",BEVERAGES & MORE,3322,Riverside
422112,ACTIVE,20,4/15/2005,6/30/2021,7 ELEVEN INC,"700 W 6TH ST,CORONA, CA  92882Census Tract:  0417.04",7 ELEVEN STORE 2171 20764C,3306,Riverside
422144,ACTIVE,21,5/31/2005,1/31/2022,"SINGH, GURPREET KAUR","45560 HIGHWAY 79 ,AGUANGA, CA  92536Census Tract:  0444.03",AGUANGA GENERAL STORE,3300,Riverside
422501,ACTIVE,20,4/4/2005,3/31/2021,CLARKS NUTRITIONAL CENTER INC,"34175 MONTEREY AVE,RANCHO MIRAGE, CA  92270Census Tract:  0449.21",CLARKS NUTRITION & NATURAL FOODS MARKET,3317,Riverside
422954,ACTIVE,20,5/31/2005,4/30/2021,SUN CITY FUELS CO,"29950 MURRIETA RD,SUN CITY, CA  92584-8536Census Tract:  0427.08",CHEVRON EXTRA MILE,3300,Riverside
423825,ACTIVE,21,4/27/2005,3/31/2021,WINCO FOODS LLC,"40435 WINCHESTER RD,TEMECULA, CA  92591Census Tract:  0496.00",WINCO FOODS 56,3322,Riverside
424962,ACTIVE,20,4/12/2005,6/30/2021,7 ELEVEN INC,"9580 MAGNOLIA AVE,RIVERSIDE, CA  92503Census Tract:  0316.01",7 ELEVEN STORE 2171 15515,3312,Riverside
425754,ACTIVE,21,6/27/2005,5/31/2021,"FARHA, SABRI","1198 CALIMESA BLVD,CALIMESA, CA  92320Census Tract:  0438.02",COUNTY CORK LIQUOR,3324,Riverside
426224,ACTIVE,21,7/18/2005,6/30/2021,SAMS WEST INC,"1375 E ONTARIO AVE,CORONA, CA  92881Census Tract:  0418.09",SAMS CLUB 4709,3306,Riverside
426452,ACTIVE,20,7/11/2005,6/30/2021,EVELYNS FARMS INC,"17055 VAN BUREN BLVD,RIVERSIDE, CA  92504-5923Census Tract:  0420.04",EVELYNS FARMS INC,3300,Riverside
